identifiantStation;nomStation;codeLigne;sensLigne;heureEstimeeDepart;dateModification;cleModification;cleTri
TRANSPOLE:StopPointRef:BP:602:LOC;CROISE LAROCHE;TRAM;LILLE FLANDRES;2022-03-10T18:53:59+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268438527:LOC;LILLE FLANDRES/CROISE LAROCHE/2022-03-10T18:53:59.000+01:00
TRANSPOLE:StopPointRef:BP:602:LOC;CROISE LAROCHE;TRAM;LILLE FLANDRES;2022-03-10T18:57:35+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268441584:LOC;LILLE FLANDRES/CROISE LAROCHE/2022-03-10T18:57:35.000+01:00
TRANSPOLE:StopPointRef:BP:602:LOC;CROISE LAROCHE;TRAM;LILLE FLANDRES;2022-03-10T19:01:23+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268443486:LOC;LILLE FLANDRES/CROISE LAROCHE/2022-03-10T19:01:23.000+01:00
TRANSPOLE:StopPointRef:BP:1779:LOC;EUROTELEPORT;TRAM;LILLE FLANDRES;2022-03-10T18:59:17+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268435990:LOC;LILLE FLANDRES/EUROTELEPORT/2022-03-10T18:59:17.000+01:00
TRANSPOLE:StopPointRef:BP:4458:LOC;FAIDHERBE;TRAM;LILLE FLANDRES;2022-03-10T18:53:15+01:00;2022-03-10T18:48:25+01:00;TRANSPOLE:ItemId::268437946:LOC;LILLE FLANDRES/FAIDHERBE/2022-03-10T18:53:15.000+01:00
TRANSPOLE:StopPointRef:BP:4458:LOC;FAIDHERBE;TRAM;LILLE FLANDRES;2022-03-10T19:02:44+01:00;2022-03-10T18:44:55+01:00;TRANSPOLE:ItemId::268443948:LOC;LILLE FLANDRES/FAIDHERBE/2022-03-10T19:02:44.000+01:00
TRANSPOLE:StopPointRef:BP:4458:LOC;FAIDHERBE;TRAM;LILLE FLANDRES;2022-03-10T19:11:50+01:00;2022-03-10T18:45:06+01:00;TRANSPOLE:ItemId::268439117:LOC;LILLE FLANDRES/FAIDHERBE/2022-03-10T19:11:50.000+01:00
TRANSPOLE:StopPointRef:BP:2755:LOC;FOCH;TRAM;LILLE FLANDRES;2022-03-10T18:56:23+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268441583:LOC;LILLE FLANDRES/FOCH/2022-03-10T18:56:23.000+01:00
TRANSPOLE:StopPointRef:BP:2755:LOC;FOCH;TRAM;LILLE FLANDRES;2022-03-10T19:04:36+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268437954:LOC;LILLE FLANDRES/FOCH/2022-03-10T19:04:36.000+01:00
TRANSPOLE:StopPointRef:BP:2755:LOC;FOCH;TRAM;LILLE FLANDRES;2022-03-10T19:14:15+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268443956:LOC;LILLE FLANDRES/FOCH/2022-03-10T19:14:15.000+01:00
TRANSPOLE:StopPointRef:BP:679:LOC;GRAND COTTIGNIES;TRAM;LILLE FLANDRES;2022-03-10T18:57:58+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268437949:LOC;LILLE FLANDRES/GRAND COTTIGNIES/2022-03-10T18:57:58.000+01:00
TRANSPOLE:StopPointRef:BP:679:LOC;GRAND COTTIGNIES;TRAM;LILLE FLANDRES;2022-03-10T19:07:42+01:00;2022-03-10T18:40:20+01:00;TRANSPOLE:ItemId::268443951:LOC;LILLE FLANDRES/GRAND COTTIGNIES/2022-03-10T19:07:42.000+01:00
TRANSPOLE:StopPointRef:BP:679:LOC;GRAND COTTIGNIES;TRAM;LILLE FLANDRES;2022-03-10T19:16:43+01:00;2022-03-10T18:45:06+01:00;TRANSPOLE:ItemId::268439120:LOC;LILLE FLANDRES/GRAND COTTIGNIES/2022-03-10T19:16:43.000+01:00
TRANSPOLE:StopPointRef:BP:2850:LOC;HOPITAL V.PROVO;TRAM;LILLE FLANDRES;2022-03-10T18:55:08+01:00;2022-03-10T18:46:20+01:00;TRANSPOLE:ItemId::268443016:LOC;LILLE FLANDRES/HOPITAL V.PROVO/2022-03-10T18:55:08.000+01:00
TRANSPOLE:StopPointRef:BP:2850:LOC;HOPITAL V.PROVO;TRAM;LILLE FLANDRES;2022-03-10T19:04:38+01:00;2022-03-10T18:46:20+01:00;TRANSPOLE:ItemId::268435993:LOC;LILLE FLANDRES/HOPITAL V.PROVO/2022-03-10T19:04:38.000+01:00
TRANSPOLE:StopPointRef:BP:2850:LOC;HOPITAL V.PROVO;TRAM;LILLE FLANDRES;2022-03-10T19:15:23+01:00;2022-03-10T18:14:40+01:00;TRANSPOLE:ItemId::268441126:LOC;LILLE FLANDRES/HOPITAL V.PROVO/2022-03-10T19:15:23.000+01:00
TRANSPOLE:StopPointRef:BP:2382:LOC;JEAN MOULIN;TRAM;LILLE FLANDRES;2022-03-10T18:53:11+01:00;2022-03-10T18:44:40+01:00;TRANSPOLE:ItemId::268443015:LOC;LILLE FLANDRES/JEAN MOULIN/2022-03-10T18:53:11.000+01:00
TRANSPOLE:StopPointRef:BP:2382:LOC;JEAN MOULIN;TRAM;LILLE FLANDRES;2022-03-10T19:02:41+01:00;2022-03-10T18:44:40+01:00;TRANSPOLE:ItemId::268435992:LOC;LILLE FLANDRES/JEAN MOULIN/2022-03-10T19:02:41.000+01:00
TRANSPOLE:StopPointRef:BP:2382:LOC;JEAN MOULIN;TRAM;LILLE FLANDRES;2022-03-10T19:13:22+01:00;2022-03-10T18:03:15+01:00;TRANSPOLE:ItemId::268441125:LOC;LILLE FLANDRES/JEAN MOULIN/2022-03-10T19:13:22.000+01:00
TRANSPOLE:StopPointRef:BP:3144:LOC;LA MARQUE;TRAM;LILLE FLANDRES;2022-03-10T18:51:40+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268443479:LOC;LILLE FLANDRES/LA MARQUE/2022-03-10T18:51:40.000+01:00
TRANSPOLE:StopPointRef:BP:3144:LOC;LA MARQUE;TRAM;LILLE FLANDRES;2022-03-10T19:00:55+01:00;2022-03-10T18:44:40+01:00;TRANSPOLE:ItemId::268443020:LOC;LILLE FLANDRES/LA MARQUE/2022-03-10T19:00:55.000+01:00
TRANSPOLE:StopPointRef:BP:3144:LOC;LA MARQUE;TRAM;LILLE FLANDRES;2022-03-10T19:10:34+01:00;2022-03-10T18:36:00+01:00;TRANSPOLE:ItemId::268435997:LOC;LILLE FLANDRES/LA MARQUE/2022-03-10T19:10:34.000+01:00
TRANSPOLE:StopPointRef:BP:4308:LOC;LA TERRASSE;TRAM;LILLE FLANDRES;2022-03-10T18:56:45+01:00;2022-03-10T18:48:40+01:00;TRANSPOLE:ItemId::268443483:LOC;LILLE FLANDRES/LA TERRASSE/2022-03-10T18:56:45.000+01:00
TRANSPOLE:StopPointRef:BP:4308:LOC;LA TERRASSE;TRAM;LILLE FLANDRES;2022-03-10T19:06:14+01:00;2022-03-10T18:38:40+01:00;TRANSPOLE:ItemId::268443024:LOC;LILLE FLANDRES/LA TERRASSE/2022-03-10T19:06:14.000+01:00
TRANSPOLE:StopPointRef:BP:4308:LOC;LA TERRASSE;TRAM;LILLE FLANDRES;2022-03-10T19:15:44+01:00;2022-03-10T18:38:50+01:00;TRANSPOLE:ItemId::268436001:LOC;LILLE FLANDRES/LA TERRASSE/2022-03-10T19:15:44.000+01:00
TRANSPOLE:StopPointRef:BP:959:LOC;LE QUESNE;TRAM;LILLE FLANDRES;2022-03-10T18:54:35+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268441582:LOC;LILLE FLANDRES/LE QUESNE/2022-03-10T18:54:35.000+01:00
TRANSPOLE:StopPointRef:BP:959:LOC;LE QUESNE;TRAM;LILLE FLANDRES;2022-03-10T19:02:47+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268437953:LOC;LILLE FLANDRES/LE QUESNE/2022-03-10T19:02:47.000+01:00
TRANSPOLE:StopPointRef:BP:959:LOC;LE QUESNE;TRAM;LILLE FLANDRES;2022-03-10T19:12:33+01:00;2022-03-10T18:42:56+01:00;TRANSPOLE:ItemId::268443955:LOC;LILLE FLANDRES/LE QUESNE/2022-03-10T19:12:33.000+01:00
TRANSPOLE:StopPointRef:BP:4019:LOC;LE SART;TRAM;LILLE FLANDRES;2022-03-10T18:54:09+01:00;2022-03-10T18:48:31+01:00;TRANSPOLE:ItemId::268443481:LOC;LILLE FLANDRES/LE SART/2022-03-10T18:54:09.000+01:00
TRANSPOLE:StopPointRef:BP:4019:LOC;LE SART;TRAM;LILLE FLANDRES;2022-03-10T19:03:31+01:00;2022-03-10T18:47:10+01:00;TRANSPOLE:ItemId::268443022:LOC;LILLE FLANDRES/LE SART/2022-03-10T19:03:31.000+01:00
TRANSPOLE:StopPointRef:BP:4019:LOC;LE SART;TRAM;LILLE FLANDRES;2022-03-10T19:13:04+01:00;2022-03-10T18:39:45+01:00;TRANSPOLE:ItemId::268435999:LOC;LILLE FLANDRES/LE SART/2022-03-10T19:13:04.000+01:00
TRANSPOLE:StopPointRef:BP:2779:LOC;LILLE EUROPE;TRAM;LILLE FLANDRES;2022-03-10T18:50:06+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268442094:LOC;LILLE FLANDRES/LILLE EUROPE/2022-03-10T18:50:06.000+01:00
TRANSPOLE:StopPointRef:BP:2779:LOC;LILLE EUROPE;TRAM;LILLE FLANDRES;2022-03-10T18:52:04+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268436529:LOC;LILLE FLANDRES/LILLE EUROPE/2022-03-10T18:52:04.000+01:00
TRANSPOLE:StopPointRef:BP:2779:LOC;LILLE EUROPE;TRAM;LILLE FLANDRES;2022-03-10T18:56:10+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268437059:LOC;LILLE FLANDRES/LILLE EUROPE/2022-03-10T18:56:10.000+01:00
TRANSPOLE:StopPointRef:BP:2221:LOC;LILLE FLANDRES;TRAM;LILLE FLANDRES;2022-03-10T18:58:14+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268437060:LOC;LILLE FLANDRES/LILLE FLANDRES/2022-03-10T18:58:14.000+01:00
TRANSPOLE:StopPointRef:BP:4836:LOC;MA CAMPAGNE;TRAM;LILLE FLANDRES;2022-03-10T18:51:34+01:00;2022-03-10T18:48:40+01:00;TRANSPOLE:ItemId::268437945:LOC;LILLE FLANDRES/MA CAMPAGNE/2022-03-10T18:51:34.000+01:00
TRANSPOLE:StopPointRef:BP:4836:LOC;MA CAMPAGNE;TRAM;LILLE FLANDRES;2022-03-10T19:01:00+01:00;2022-03-10T18:43:05+01:00;TRANSPOLE:ItemId::268443947:LOC;LILLE FLANDRES/MA CAMPAGNE/2022-03-10T19:01:00.000+01:00
TRANSPOLE:StopPointRef:BP:4836:LOC;MA CAMPAGNE;TRAM;LILLE FLANDRES;2022-03-10T19:10:04+01:00;2022-03-10T18:45:06+01:00;TRANSPOLE:ItemId::268439116:LOC;LILLE FLANDRES/MA CAMPAGNE/2022-03-10T19:10:04.000+01:00
TRANSPOLE:StopPointRef:BP:1034:LOC;PARC BARBIEUX;TRAM;LILLE FLANDRES;2022-03-10T18:56:49+01:00;2022-03-10T18:47:55+01:00;TRANSPOLE:ItemId::268443017:LOC;LILLE FLANDRES/PARC BARBIEUX/2022-03-10T18:56:49.000+01:00
TRANSPOLE:StopPointRef:BP:1034:LOC;PARC BARBIEUX;TRAM;LILLE FLANDRES;2022-03-10T19:06:19+01:00;2022-03-10T18:47:55+01:00;TRANSPOLE:ItemId::268435994:LOC;LILLE FLANDRES/PARC BARBIEUX/2022-03-10T19:06:19.000+01:00
