identifiantStation;nomStation;codeLigne;sensLigne;heureEstimeeDepart;dateModification;cleModification;cleTri
TRANSPOLE:StopPointRef:BP:4553:LOC;EUROTELEPORT;TRAM;DEPOT TRAMWAY;2022-03-10T19:56:59+01:00;2022-03-10T18:47:10+01:00;TRANSPOLE:ItemId::268443519:LOC;DEPOT TRAMWAY/EUROTELEPORT/2022-03-10T19:56:59.000+01:00
TRANSPOLE:StopPointRef:BP:4553:LOC;EUROTELEPORT;TRAM;DEPOT TRAMWAY;2022-03-10T20:16:29+01:00;2022-03-10T03:20:06+01:00;TRANSPOLE:ItemId::268436037:LOC;DEPOT TRAMWAY/EUROTELEPORT/2022-03-10T20:16:29.000+01:00
TRANSPOLE:StopPointRef:BP:2221:LOC;LILLE FLANDRES;TRAM;DEPOT TRAMWAY;2022-03-10T18:53:00+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268442096:LOC;DEPOT TRAMWAY/LILLE FLANDRES/2022-03-10T18:53:00.000+01:00
TRANSPOLE:StopPointRef:BP:2221:LOC;LILLE FLANDRES;TRAM;DEPOT TRAMWAY;2022-03-10T18:56:51+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268436531:LOC;DEPOT TRAMWAY/LILLE FLANDRES/2022-03-10T18:56:51.000+01:00
TRANSPOLE:StopPointRef:BP:3150:LOC;ACACIAS;TRAM;EUROTELEPORT;2022-03-10T18:56:03+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439648:LOC;EUROTELEPORT/ACACIAS/2022-03-10T18:56:03.000+01:00
TRANSPOLE:StopPointRef:BP:3150:LOC;ACACIAS;TRAM;EUROTELEPORT;2022-03-10T19:05:32+01:00;2022-03-10T18:34:50+01:00;TRANSPOLE:ItemId::268444287:LOC;EUROTELEPORT/ACACIAS/2022-03-10T19:05:32.000+01:00
TRANSPOLE:StopPointRef:BP:3150:LOC;ACACIAS;TRAM;EUROTELEPORT;2022-03-10T19:15:17+01:00;2022-03-10T18:44:35+01:00;TRANSPOLE:ItemId::268437071:LOC;EUROTELEPORT/ACACIAS/2022-03-10T19:15:17.000+01:00
TRANSPOLE:StopPointRef:BP:1257:LOC;ALFRED MONGY;TRAM;EUROTELEPORT;2022-03-10T18:53:28+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268435988:LOC;EUROTELEPORT/ALFRED MONGY/2022-03-10T18:53:28.000+01:00
TRANSPOLE:StopPointRef:BP:1257:LOC;ALFRED MONGY;TRAM;EUROTELEPORT;2022-03-10T19:03:15+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441121:LOC;EUROTELEPORT/ALFRED MONGY/2022-03-10T19:03:15.000+01:00
TRANSPOLE:StopPointRef:BP:1257:LOC;ALFRED MONGY;TRAM;EUROTELEPORT;2022-03-10T19:13:23+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268439660:LOC;EUROTELEPORT/ALFRED MONGY/2022-03-10T19:13:23.000+01:00
TRANSPOLE:StopPointRef:BP:3208:LOC;BOL D'AIR;TRAM;EUROTELEPORT;2022-03-10T18:56:32+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441117:LOC;EUROTELEPORT/BOL D'AIR/2022-03-10T18:56:32.000+01:00
TRANSPOLE:StopPointRef:BP:3208:LOC;BOL D'AIR;TRAM;EUROTELEPORT;2022-03-10T19:06:36+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268439656:LOC;EUROTELEPORT/BOL D'AIR/2022-03-10T19:06:36.000+01:00
TRANSPOLE:StopPointRef:BP:3208:LOC;BOL D'AIR;TRAM;EUROTELEPORT;2022-03-10T19:15:59+01:00;2022-03-10T18:44:45+01:00;TRANSPOLE:ItemId::268444295:LOC;EUROTELEPORT/BOL D'AIR/2022-03-10T19:15:59.000+01:00
TRANSPOLE:StopPointRef:BP:344:LOC;BOTANIQUE;TRAM;EUROTELEPORT;2022-03-10T18:56:35+01:00;2022-03-10T18:01:45+01:00;TRANSPOLE:ItemId::268444281:LOC;EUROTELEPORT/BOTANIQUE/2022-03-10T18:56:35.000+01:00
TRANSPOLE:StopPointRef:BP:344:LOC;BOTANIQUE;TRAM;EUROTELEPORT;2022-03-10T19:06:36+01:00;2022-03-10T18:26:35+01:00;TRANSPOLE:ItemId::268437065:LOC;EUROTELEPORT/BOTANIQUE/2022-03-10T19:06:36.000+01:00
TRANSPOLE:StopPointRef:BP:1019:LOC;BROSSOLETTE;TRAM;EUROTELEPORT;2022-03-10T18:51:44+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439645:LOC;EUROTELEPORT/BROSSOLETTE/2022-03-10T18:51:44.000+01:00
TRANSPOLE:StopPointRef:BP:1019:LOC;BROSSOLETTE;TRAM;EUROTELEPORT;2022-03-10T19:01:11+01:00;2022-03-10T18:21:10+01:00;TRANSPOLE:ItemId::268444284:LOC;EUROTELEPORT/BROSSOLETTE/2022-03-10T19:01:11.000+01:00
TRANSPOLE:StopPointRef:BP:1019:LOC;BROSSOLETTE;TRAM;EUROTELEPORT;2022-03-10T19:11:03+01:00;2022-03-10T18:28:15+01:00;TRANSPOLE:ItemId::268437068:LOC;EUROTELEPORT/BROSSOLETTE/2022-03-10T19:11:03.000+01:00
TRANSPOLE:StopPointRef:BP:3210:LOC;BUISSON;TRAM;EUROTELEPORT;2022-03-10T18:50:32+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268439644:LOC;EUROTELEPORT/BUISSON/2022-03-10T18:50:32.000+01:00
TRANSPOLE:StopPointRef:BP:3210:LOC;BUISSON;TRAM;EUROTELEPORT;2022-03-10T18:59:25+01:00;2022-03-10T18:19:30+01:00;TRANSPOLE:ItemId::268444283:LOC;EUROTELEPORT/BUISSON/2022-03-10T18:59:25.000+01:00
TRANSPOLE:StopPointRef:BP:3210:LOC;BUISSON;TRAM;EUROTELEPORT;2022-03-10T19:09:25+01:00;2022-03-10T18:23:45+01:00;TRANSPOLE:ItemId::268437067:LOC;EUROTELEPORT/BUISSON/2022-03-10T19:09:25.000+01:00
TRANSPOLE:StopPointRef:BP:2881:LOC;CLEMENCEAU HIPP.;TRAM;EUROTELEPORT;2022-03-10T18:52:35+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268439646:LOC;EUROTELEPORT/CLEMENCEAU HIPP./2022-03-10T18:52:35.000+01:00
TRANSPOLE:StopPointRef:BP:2881:LOC;CLEMENCEAU HIPP.;TRAM;EUROTELEPORT;2022-03-10T19:02:01+01:00;2022-03-10T18:21:10+01:00;TRANSPOLE:ItemId::268444285:LOC;EUROTELEPORT/CLEMENCEAU HIPP./2022-03-10T19:02:01.000+01:00
TRANSPOLE:StopPointRef:BP:2881:LOC;CLEMENCEAU HIPP.;TRAM;EUROTELEPORT;2022-03-10T19:11:52+01:00;2022-03-10T18:28:15+01:00;TRANSPOLE:ItemId::268437069:LOC;EUROTELEPORT/CLEMENCEAU HIPP./2022-03-10T19:11:52.000+01:00
TRANSPOLE:StopPointRef:BP:601:LOC;CROISE LAROCHE;TRAM;EUROTELEPORT;2022-03-10T18:54:23+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439647:LOC;EUROTELEPORT/CROISE LAROCHE/2022-03-10T18:54:23.000+01:00
TRANSPOLE:StopPointRef:BP:601:LOC;CROISE LAROCHE;TRAM;EUROTELEPORT;2022-03-10T19:03:48+01:00;2022-03-10T18:44:45+01:00;TRANSPOLE:ItemId::268444286:LOC;EUROTELEPORT/CROISE LAROCHE/2022-03-10T19:03:48.000+01:00
TRANSPOLE:StopPointRef:BP:2849:LOC;HOPITAL V.PROVO;TRAM;EUROTELEPORT;2022-03-10T18:59:39+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441119:LOC;EUROTELEPORT/HOPITAL V.PROVO/2022-03-10T18:59:39.000+01:00
TRANSPOLE:StopPointRef:BP:2849:LOC;HOPITAL V.PROVO;TRAM;EUROTELEPORT;2022-03-10T19:09:42+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439658:LOC;EUROTELEPORT/HOPITAL V.PROVO/2022-03-10T19:09:42.000+01:00
TRANSPOLE:StopPointRef:BP:2849:LOC;HOPITAL V.PROVO;TRAM;EUROTELEPORT;2022-03-10T19:19:12+01:00;2022-03-10T18:34:50+01:00;TRANSPOLE:ItemId::268444297:LOC;EUROTELEPORT/HOPITAL V.PROVO/2022-03-10T19:19:12.000+01:00
TRANSPOLE:StopPointRef:BP:3143:LOC;JEAN MOULIN;TRAM;EUROTELEPORT;2022-03-10T18:51:49+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268435987:LOC;EUROTELEPORT/JEAN MOULIN/2022-03-10T18:51:49.000+01:00
TRANSPOLE:StopPointRef:BP:3143:LOC;JEAN MOULIN;TRAM;EUROTELEPORT;2022-03-10T19:01:36+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441120:LOC;EUROTELEPORT/JEAN MOULIN/2022-03-10T19:01:36.000+01:00
TRANSPOLE:StopPointRef:BP:3143:LOC;JEAN MOULIN;TRAM;EUROTELEPORT;2022-03-10T19:11:44+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268439659:LOC;EUROTELEPORT/JEAN MOULIN/2022-03-10T19:11:44.000+01:00
TRANSPOLE:StopPointRef:BP:157:LOC;LA MARQUE;TRAM;EUROTELEPORT;2022-03-10T18:53:54+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441115:LOC;EUROTELEPORT/LA MARQUE/2022-03-10T18:53:54.000+01:00
TRANSPOLE:StopPointRef:BP:157:LOC;LA MARQUE;TRAM;EUROTELEPORT;2022-03-10T19:04:02+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268439654:LOC;EUROTELEPORT/LA MARQUE/2022-03-10T19:04:02.000+01:00
TRANSPOLE:StopPointRef:BP:157:LOC;LA MARQUE;TRAM;EUROTELEPORT;2022-03-10T19:13:19+01:00;2022-03-10T18:44:45+01:00;TRANSPOLE:ItemId::268444293:LOC;EUROTELEPORT/LA MARQUE/2022-03-10T19:13:19.000+01:00
TRANSPOLE:StopPointRef:BP:3145:LOC;LA TERRASSE;TRAM;EUROTELEPORT;2022-03-10T18:58:57+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268439650:LOC;EUROTELEPORT/LA TERRASSE/2022-03-10T18:58:57.000+01:00
TRANSPOLE:StopPointRef:BP:3145:LOC;LA TERRASSE;TRAM;EUROTELEPORT;2022-03-10T19:08:18+01:00;2022-03-10T18:44:45+01:00;TRANSPOLE:ItemId::268444289:LOC;EUROTELEPORT/LA TERRASSE/2022-03-10T19:08:18.000+01:00
TRANSPOLE:StopPointRef:BP:3145:LOC;LA TERRASSE;TRAM;EUROTELEPORT;2022-03-10T19:18:14+01:00;2022-03-10T18:32:05+01:00;TRANSPOLE:ItemId::268437073:LOC;EUROTELEPORT/LA TERRASSE/2022-03-10T19:18:14.000+01:00
TRANSPOLE:StopPointRef:BP:3160:LOC;LE SART;TRAM;EUROTELEPORT;2022-03-10T18:51:28+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441113:LOC;EUROTELEPORT/LE SART/2022-03-10T18:51:28.000+01:00
TRANSPOLE:StopPointRef:BP:3160:LOC;LE SART;TRAM;EUROTELEPORT;2022-03-10T19:01:31+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439652:LOC;EUROTELEPORT/LE SART/2022-03-10T19:01:31.000+01:00
TRANSPOLE:StopPointRef:BP:3160:LOC;LE SART;TRAM;EUROTELEPORT;2022-03-10T19:10:56+01:00;2022-03-10T18:46:35+01:00;TRANSPOLE:ItemId::268444291:LOC;EUROTELEPORT/LE SART/2022-03-10T19:10:56.000+01:00
TRANSPOLE:StopPointRef:BP:2757:LOC;LILLE EUROPE;TRAM;EUROTELEPORT;2022-03-10T18:53:20+01:00;2022-03-10T18:44:01+01:00;TRANSPOLE:ItemId::268444279:LOC;EUROTELEPORT/LILLE EUROPE/2022-03-10T18:53:20.000+01:00
TRANSPOLE:StopPointRef:BP:2757:LOC;LILLE EUROPE;TRAM;EUROTELEPORT;2022-03-10T19:03:21+01:00;2022-03-10T17:53:20+01:00;TRANSPOLE:ItemId::268437063:LOC;EUROTELEPORT/LILLE EUROPE/2022-03-10T19:03:21.000+01:00
TRANSPOLE:StopPointRef:BP:2756:LOC;LILLE FLANDRES;TRAM;EUROTELEPORT;2022-03-10T18:52:00+01:00;2022-03-10T18:43:30+01:00;TRANSPOLE:ItemId::268444278:LOC;EUROTELEPORT/LILLE FLANDRES/2022-03-10T18:52:00.000+01:00
TRANSPOLE:StopPointRef:BP:2756:LOC;LILLE FLANDRES;TRAM;EUROTELEPORT;2022-03-10T19:02:00+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268437062:LOC;EUROTELEPORT/LILLE FLANDRES/2022-03-10T19:02:00.000+01:00
TRANSPOLE:StopPointRef:BP:2756:LOC;LILLE FLANDRES;TRAM;EUROTELEPORT;2022-03-10T19:13:00+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268438537:LOC;EUROTELEPORT/LILLE FLANDRES/2022-03-10T19:13:00.000+01:00
TRANSPOLE:StopPointRef:BP:2448:LOC;PARC BARBIEUX;TRAM;EUROTELEPORT;2022-03-10T18:58:07+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441118:LOC;EUROTELEPORT/PARC BARBIEUX/2022-03-10T18:58:07.000+01:00
TRANSPOLE:StopPointRef:BP:2448:LOC;PARC BARBIEUX;TRAM;EUROTELEPORT;2022-03-10T19:08:10+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439657:LOC;EUROTELEPORT/PARC BARBIEUX/2022-03-10T19:08:10.000+01:00
TRANSPOLE:StopPointRef:BP:2448:LOC;PARC BARBIEUX;TRAM;EUROTELEPORT;2022-03-10T19:17:36+01:00;2022-03-10T18:46:35+01:00;TRANSPOLE:ItemId::268444296:LOC;EUROTELEPORT/PARC BARBIEUX/2022-03-10T19:17:36.000+01:00
TRANSPOLE:StopPointRef:BP:2287:LOC;PAVE DE LILLE;TRAM;EUROTELEPORT;2022-03-10T18:49:59+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441112:LOC;EUROTELEPORT/PAVE DE LILLE/2022-03-10T18:49:59.000+01:00
TRANSPOLE:StopPointRef:BP:2287:LOC;PAVE DE LILLE;TRAM;EUROTELEPORT;2022-03-10T19:00:02+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439651:LOC;EUROTELEPORT/PAVE DE LILLE/2022-03-10T19:00:02.000+01:00
TRANSPOLE:StopPointRef:BP:2287:LOC;PAVE DE LILLE;TRAM;EUROTELEPORT;2022-03-10T19:09:25+01:00;2022-03-10T18:46:25+01:00;TRANSPOLE:ItemId::268444290:LOC;EUROTELEPORT/PAVE DE LILLE/2022-03-10T19:09:25.000+01:00
TRANSPOLE:StopPointRef:BP:1762:LOC;PLANCHE EPINOY;TRAM;EUROTELEPORT;2022-03-10T18:52:49+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441114:LOC;EUROTELEPORT/PLANCHE EPINOY/2022-03-10T18:52:49.000+01:00
TRANSPOLE:StopPointRef:BP:1762:LOC;PLANCHE EPINOY;TRAM;EUROTELEPORT;2022-03-10T19:02:52+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268439653:LOC;EUROTELEPORT/PLANCHE EPINOY/2022-03-10T19:02:52.000+01:00
TRANSPOLE:StopPointRef:BP:1762:LOC;PLANCHE EPINOY;TRAM;EUROTELEPORT;2022-03-10T19:12:15+01:00;2022-03-10T18:46:25+01:00;TRANSPOLE:ItemId::268444292:LOC;EUROTELEPORT/PLANCHE EPINOY/2022-03-10T19:12:15.000+01:00
TRANSPOLE:StopPointRef:BP:3983:LOC;PONT WASQUEHAL;TRAM;EUROTELEPORT;2022-03-10T18:58:00+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268439649:LOC;EUROTELEPORT/PONT WASQUEHAL/2022-03-10T18:58:00.000+01:00
TRANSPOLE:StopPointRef:BP:3983:LOC;PONT WASQUEHAL;TRAM;EUROTELEPORT;2022-03-10T19:07:00+01:00;2022-03-10T18:48:00+01:00;TRANSPOLE:ItemId::268444288:LOC;EUROTELEPORT/PONT WASQUEHAL/2022-03-10T19:07:00.000+01:00
TRANSPOLE:StopPointRef:BP:3983:LOC;PONT WASQUEHAL;TRAM;EUROTELEPORT;2022-03-10T19:16:45+01:00;2022-03-10T18:46:00+01:00;TRANSPOLE:ItemId::268437072:LOC;EUROTELEPORT/PONT WASQUEHAL/2022-03-10T19:16:45.000+01:00
TRANSPOLE:StopPointRef:BP:4600:LOC;ROMARIN;TRAM;EUROTELEPORT;2022-03-10T18:55:13+01:00;2022-03-10T18:46:15+01:00;TRANSPOLE:ItemId::268444280:LOC;EUROTELEPORT/ROMARIN/2022-03-10T18:55:13.000+01:00
TRANSPOLE:StopPointRef:BP:4600:LOC;ROMARIN;TRAM;EUROTELEPORT;2022-03-10T19:05:06+01:00;2022-03-10T17:55:00+01:00;TRANSPOLE:ItemId::268437064:LOC;EUROTELEPORT/ROMARIN/2022-03-10T19:05:06.000+01:00
TRANSPOLE:StopPointRef:BP:3470:LOC;SAINT MAUR;TRAM;EUROTELEPORT;2022-03-10T18:57:45+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268444282:LOC;EUROTELEPORT/SAINT MAUR/2022-03-10T18:57:45.000+01:00
TRANSPOLE:StopPointRef:BP:3470:LOC;SAINT MAUR;TRAM;EUROTELEPORT;2022-03-10T19:07:35+01:00;2022-03-10T18:23:45+01:00;TRANSPOLE:ItemId::268437066:LOC;EUROTELEPORT/SAINT MAUR/2022-03-10T19:07:35.000+01:00
TRANSPOLE:StopPointRef:BP:3240:LOC;VILLA CAVROIS;TRAM;EUROTELEPORT;2022-03-10T18:55:11+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268441116:LOC;EUROTELEPORT/VILLA CAVROIS/2022-03-10T18:55:11.000+01:00
TRANSPOLE:StopPointRef:BP:3240:LOC;VILLA CAVROIS;TRAM;EUROTELEPORT;2022-03-10T19:05:39+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268439655:LOC;EUROTELEPORT/VILLA CAVROIS/2022-03-10T19:05:39.000+01:00
TRANSPOLE:StopPointRef:BP:3240:LOC;VILLA CAVROIS;TRAM;EUROTELEPORT;2022-03-10T19:14:37+01:00;2022-03-10T18:44:45+01:00;TRANSPOLE:ItemId::268444294:LOC;EUROTELEPORT/VILLA CAVROIS/2022-03-10T19:14:37.000+01:00
TRANSPOLE:StopPointRef:BP:2705:LOC;ACACIAS;TRAM;LILLE FLANDRES;2022-03-10T18:51:57+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268438526:LOC;LILLE FLANDRES/ACACIAS/2022-03-10T18:51:57.000+01:00
TRANSPOLE:StopPointRef:BP:2705:LOC;ACACIAS;TRAM;LILLE FLANDRES;2022-03-10T18:59:28+01:00;2022-03-10T18:48:20+01:00;TRANSPOLE:ItemId::268443485:LOC;LILLE FLANDRES/ACACIAS/2022-03-10T18:59:28.000+01:00
TRANSPOLE:StopPointRef:BP:2705:LOC;ACACIAS;TRAM;LILLE FLANDRES;2022-03-10T19:08:44+01:00;2022-03-10T18:44:40+01:00;TRANSPOLE:ItemId::268443026:LOC;LILLE FLANDRES/ACACIAS/2022-03-10T19:08:44.000+01:00
TRANSPOLE:StopPointRef:BP:2355:LOC;ALFRED MONGY;TRAM;LILLE FLANDRES;2022-03-10T18:51:41+01:00;2022-03-10T18:43:25+01:00;TRANSPOLE:ItemId::268443014:LOC;LILLE FLANDRES/ALFRED MONGY/2022-03-10T18:51:41.000+01:00
TRANSPOLE:StopPointRef:BP:2355:LOC;ALFRED MONGY;TRAM;LILLE FLANDRES;2022-03-10T19:01:11+01:00;2022-03-10T18:43:25+01:00;TRANSPOLE:ItemId::268435991:LOC;LILLE FLANDRES/ALFRED MONGY/2022-03-10T19:01:11.000+01:00
TRANSPOLE:StopPointRef:BP:2355:LOC;ALFRED MONGY;TRAM;LILLE FLANDRES;2022-03-10T19:11:48+01:00;2022-03-10T18:01:40+01:00;TRANSPOLE:ItemId::268441124:LOC;LILLE FLANDRES/ALFRED MONGY/2022-03-10T19:11:48.000+01:00
TRANSPOLE:StopPointRef:BP:426:LOC;BOL D'AIR;TRAM;LILLE FLANDRES;2022-03-10T18:58:04+01:00;2022-03-10T18:48:00+01:00;TRANSPOLE:ItemId::268443018:LOC;LILLE FLANDRES/BOL D'AIR/2022-03-10T18:58:04.000+01:00
TRANSPOLE:StopPointRef:BP:426:LOC;BOL D'AIR;TRAM;LILLE FLANDRES;2022-03-10T19:07:34+01:00;2022-03-10T18:48:05+01:00;TRANSPOLE:ItemId::268435995:LOC;LILLE FLANDRES/BOL D'AIR/2022-03-10T19:07:34.000+01:00
TRANSPOLE:StopPointRef:BP:426:LOC;BOL D'AIR;TRAM;LILLE FLANDRES;2022-03-10T19:18:14+01:00;2022-03-10T18:33:40+01:00;TRANSPOLE:ItemId::268441128:LOC;LILLE FLANDRES/BOL D'AIR/2022-03-10T19:18:14.000+01:00
TRANSPOLE:StopPointRef:BP:3209:LOC;BOTANIQUE;TRAM;LILLE FLANDRES;2022-03-10T18:52:54+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268437057:LOC;LILLE FLANDRES/BOTANIQUE/2022-03-10T18:52:54.000+01:00
TRANSPOLE:StopPointRef:BP:3209:LOC;BOTANIQUE;TRAM;LILLE FLANDRES;2022-03-10T18:56:24+01:00;2022-03-10T18:48:45+01:00;TRANSPOLE:ItemId::268444928:LOC;LILLE FLANDRES/BOTANIQUE/2022-03-10T18:56:24.000+01:00
TRANSPOLE:StopPointRef:BP:3209:LOC;BOTANIQUE;TRAM;LILLE FLANDRES;2022-03-10T19:00:38+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268438532:LOC;LILLE FLANDRES/BOTANIQUE/2022-03-10T19:00:38.000+01:00
TRANSPOLE:StopPointRef:BP:3946:LOC;BROSSOLETTE;TRAM;LILLE FLANDRES;2022-03-10T18:51:52+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268444925:LOC;LILLE FLANDRES/BROSSOLETTE/2022-03-10T18:51:52.000+01:00
TRANSPOLE:StopPointRef:BP:3946:LOC;BROSSOLETTE;TRAM;LILLE FLANDRES;2022-03-10T18:56:11+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268438529:LOC;LILLE FLANDRES/BROSSOLETTE/2022-03-10T18:56:11.000+01:00
TRANSPOLE:StopPointRef:BP:3946:LOC;BROSSOLETTE;TRAM;LILLE FLANDRES;2022-03-10T18:59:24+01:00;2022-03-10T18:48:55+01:00;TRANSPOLE:ItemId::268441586:LOC;LILLE FLANDRES/BROSSOLETTE/2022-03-10T18:59:24.000+01:00
TRANSPOLE:StopPointRef:BP:3211:LOC;BUISSON;TRAM;LILLE FLANDRES;2022-03-10T18:49:59+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268437055:LOC;LILLE FLANDRES/BUISSON/2022-03-10T18:49:59.000+01:00
TRANSPOLE:StopPointRef:BP:3211:LOC;BUISSON;TRAM;LILLE FLANDRES;2022-03-10T18:53:24+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268444926:LOC;LILLE FLANDRES/BUISSON/2022-03-10T18:53:24.000+01:00
TRANSPOLE:StopPointRef:BP:3211:LOC;BUISSON;TRAM;LILLE FLANDRES;2022-03-10T18:57:43+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268438530:LOC;LILLE FLANDRES/BUISSON/2022-03-10T18:57:43.000+01:00
TRANSPOLE:StopPointRef:BP:3170:LOC;CARTELOT;TRAM;LILLE FLANDRES;2022-03-10T18:50:52+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268441579:LOC;LILLE FLANDRES/CARTELOT/2022-03-10T18:50:52.000+01:00
TRANSPOLE:StopPointRef:BP:3170:LOC;CARTELOT;TRAM;LILLE FLANDRES;2022-03-10T18:59:05+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268437950:LOC;LILLE FLANDRES/CARTELOT/2022-03-10T18:59:05.000+01:00
TRANSPOLE:StopPointRef:BP:3170:LOC;CARTELOT;TRAM;LILLE FLANDRES;2022-03-10T19:08:44+01:00;2022-03-10T18:44:55+01:00;TRANSPOLE:ItemId::268443952:LOC;LILLE FLANDRES/CARTELOT/2022-03-10T19:08:44.000+01:00
TRANSPOLE:StopPointRef:BP:473:LOC;CERISAIE;TRAM;LILLE FLANDRES;2022-03-10T18:53:14+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268441581:LOC;LILLE FLANDRES/CERISAIE/2022-03-10T18:53:14.000+01:00
TRANSPOLE:StopPointRef:BP:473:LOC;CERISAIE;TRAM;LILLE FLANDRES;2022-03-10T19:01:27+01:00;2022-03-10T18:48:15+01:00;TRANSPOLE:ItemId::268437952:LOC;LILLE FLANDRES/CERISAIE/2022-03-10T19:01:27.000+01:00
TRANSPOLE:StopPointRef:BP:473:LOC;CERISAIE;TRAM;LILLE FLANDRES;2022-03-10T19:11:13+01:00;2022-03-10T18:40:20+01:00;TRANSPOLE:ItemId::268443954:LOC;LILLE FLANDRES/CERISAIE/2022-03-10T19:11:13.000+01:00
TRANSPOLE:StopPointRef:BP:3172:LOC;CHATEAU ROUGE;TRAM;LILLE FLANDRES;2022-03-10T18:52:06+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268441580:LOC;LILLE FLANDRES/CHATEAU ROUGE/2022-03-10T18:52:06.000+01:00
TRANSPOLE:StopPointRef:BP:3172:LOC;CHATEAU ROUGE;TRAM;LILLE FLANDRES;2022-03-10T19:00:18+01:00;2022-03-10T18:48:10+01:00;TRANSPOLE:ItemId::268437951:LOC;LILLE FLANDRES/CHATEAU ROUGE/2022-03-10T19:00:18.000+01:00
TRANSPOLE:StopPointRef:BP:3172:LOC;CHATEAU ROUGE;TRAM;LILLE FLANDRES;2022-03-10T19:10:04+01:00;2022-03-10T18:43:15+01:00;TRANSPOLE:ItemId::268443953:LOC;LILLE FLANDRES/CHATEAU ROUGE/2022-03-10T19:10:04.000+01:00
TRANSPOLE:StopPointRef:BP:3239:LOC;CLEMENCEAU HIPP.;TRAM;LILLE FLANDRES;2022-03-10T18:50:51+01:00;2022-03-10T18:48:45+01:00;TRANSPOLE:ItemId::268444924:LOC;LILLE FLANDRES/CLEMENCEAU HIPP./2022-03-10T18:50:51.000+01:00
TRANSPOLE:StopPointRef:BP:3239:LOC;CLEMENCEAU HIPP.;TRAM;LILLE FLANDRES;2022-03-10T18:55:05+01:00;2022-03-10T18:48:50+01:00;TRANSPOLE:ItemId::268438528:LOC;LILLE FLANDRES/CLEMENCEAU HIPP./2022-03-10T18:55:05.000+01:00
TRANSPOLE:StopPointRef:BP:3239:LOC;CLEMENCEAU HIPP.;TRAM;LILLE FLANDRES;2022-03-10T18:58:18+01:00;2022-03-10T18:48:55+01:00;TRANSPOLE:ItemId::268441585:LOC;LILLE FLANDRES/CLEMENCEAU HIPP./2022-03-10T18:58:18.000+01:00
